word	freq	segmented	gloss
lungzingin	1	lung-zingin	feel-?
thuzol	1	thu-zol	word-?
zawhthawhna	1	zawh-thawh-na	be.able-?-NMLZ
khangkham	1	khang-kham	generation-?
meilakna	1	meilak-na	?-NMLZ
dipna	1	dip-na	?-NMLZ
limlahna	1	limlah-na	?-NMLZ
kuankhiate	1	kuankhia-te	?-PL
sangkhia	1	sang-khia	high-?
seppihte	1	sep-pih-te	work-?-PL
lungtomin	1	lung-tomin	feel-?
phangphang	1	phang~phang	?~RED
cimzan	1	cim-zan	pierce-?
thawhtohna	1	thawhtoh-na	?-NMLZ
gambulak	1	gam-bulak	land-?
thukimnasate	1	thu-kimnasa-te	word-?-PL
singtehte	1	singteh-te	?-PL
siahkhawmte	1	siahkhawm-te	?-PL
lunghamin	1	lung-hamin	feel-?
talte	1	tal-te	?-PL
gehsate	1	gehsa-te	?-PL
sangak	1	sang-ak	high-?
keeldawi	1	keel-dawi	heel-?
keuh	1	keu-h	dig-?
musite	1	mu-si-te	see.I-?-PL
lauthawng	1	lau-thawng	fear-?
nawngpi	1	na-wngpi	2SG-?
vangin	1	va-ngin	go.and-?
piakhol	1	piak-hol	give.to-?
zuanpah	1	zuan-pah	cross-?
anli	1	a-nli	3SG-?
khasuk	1	kha-suk	spirit-?
hial	1	hi-al	be-?
damkikna	1	dam-kik-na	be.well-?-NMLZ
kholsate	1	kho-lsa-te	labor-?-PL
mukhawm	1	mu-khawm	see.I-?
pongkhaina	1	pongkhai-na	?-NMLZ
tuimal	1	tui-mal	water-?
nengbaang	1	ne-ngbaang	eat-?
minun	1	min-un	name-?
nawhdelh	1	na-whdelh	2SG-?
sapkhiat	1	sa-pkhiat	flesh-?
kikoihkhong	1	kiko-ihkhong	cry.out-?
khengta	1	khen-gta	divide-?
piankhiat	1	pia-nkhiat	give-?
sangkhai	1	sang-khai	high-?
awngsak	1	a-wngsak	3SG-?
tungnak	1	tung-nak	arrive-?
zuihpihin	1	zui-hpihin	follow-?
phokna	1	phok-na	?-NMLZ
thuciampih	1	thu-ciampih	word-?
encian	1	en-cian	look-?
galkidonate	1	galkidona-te	?-PL
ngongte	1	ngong-te	?-PL
lakhiazo	1	lak-hiazo	take-?
lumcipsak	1	lum-cipsak	warm-?
vangiksak	1	va-ngiksak	go.and-?
gensakin	1	gen-sakin	speak-?
singnawtna	1	singnawt-na	?-NMLZ
humsakin	1	hum-sakin	cover-?
khaksak	1	kha-ksak	spirit-?
satzanin	1	sat-zanin	strike-?
khutlet	1	khut-let	hand-?
kibangsakin	1	kibang-sakin	be.alike-?
enteh	1	en-teh	look-?
zatin	1	za-tin	hear.I-?
ngato	1	nga-to	endure-?
milmel	1	mi-lmel	person-?
thumongte	1	thu-mong-te	word-?-PL
khuaisuahna	1	khua-isuah-na	town-?-NMLZ
mibumna	1	mi-bum-na	person-?-NMLZ
semkhawmte	1	sem-khawm-te	serve-?-PL
zauvak	1	za-uvak	hear.I-?
paupeengin	1	pau-peengin	speak-?
zasakkhol	1	za-sakkhol	hear.I-?
hiamsa	1	hi-amsa	be-?
kiminthansakna	1	kiminthansak-na	?-NMLZ
ziksak	1	zi-ksak	wife-?
siasakte	1	siasak-te	?-PL
hinkhiatsak	1	hi-nkhiatsak	be-?
awlin	1	a-wlin	3SG-?
baangte	1	ba-ang-te	owe-?-PL
leibatnate	1	leibatna-te	?-PL
cilphihna	1	ci-lphih-na	say-?-NMLZ
pangzo	1	pa-ngzo	father-?
kitawhkhiatna	1	kitawhkhiat-na	?-NMLZ
puahpha	1	puah-pha	divine-?
gamlakte	1	gamla-k-te	wilderness-?-PL
kithehthangte	1	kithehthang-te	?-PL
dingtangto	1	ding-tangto	stand-?
khoisa	1	kho-isa	labor-?
maimanna	1	mai-man-na	face-?-NMLZ
paikikna	1	pai-kik-na	go-?-NMLZ
humsan	1	hum-san	cover-?
mulmette	1	mu-lmet-te	see.I-?-PL
bukmun	1	buk-mun	ambush-?
zulhtatna	1	zulhtat-na	?-NMLZ
khumdawnte	1	khum-dawn-te	cover-?-PL
zapin	1	za-pin	hear.I-?
nialgawpzo	1	nial-gawpzo	argue-?
maisiangsak	1	mai-siangsak	face-?
sanzawk	1	sa-nzawk	flesh-?
selkhiasak	1	sel-khiasak	slice-?
kikemte	1	kikem-te	?-PL
lususu	1	lu-susu	head-?
pangtatte	1	pa-ngtat-te	father-?-PL
kongkhakmung	1	kong-kha-kmung	1SG→3-spirit-?
kamsak	1	ka-msak	1SG-?
kaihkhopte	1	ka-ihkhop-te	1SG-?-PL
tawmnate	1	tawmna-te	?-PL
suktan	1	suk-tan	make.become-?
dingtosakkik	1	ding-tosakkik	stand-?
bangsakkikte	1	ba-ngsakkik-te	owe-?-PL
gimsakte	1	gimsak-te	?-PL
taankhiatna	1	taankhiat-na	?-NMLZ
henhante	1	henhan-te	?-PL
siasate	1	siasa-te	?-PL
kisiamaisate	1	kisiamaisa-te	?-PL
zikin	1	zi-kin	wife-?
hotkhiatte	1	hotkhiat-te	?-PL
puansilhna	1	pua-nsilh-na	carry.on.back-?-NMLZ
zuansuk	1	zuan-suk	cross-?
puannin	1	pua-nnin	carry.on.back-?
kibanglai	1	kibang-lai	be.alike-?
ciamtehteh	1	ci-amtehteh	say-?
sauveipipi	1	sauveipi-pi	flock-?
khansihin	1	kha-nsihin	spirit-?
nesuak	1	ne-suak	eat-?
tomnokhat	1	to-mnokhat	sit-?
sakkhawm	1	sak-khawm	cause-?
tuiletkhia	1	tui-letkhia	water-?
taalte	1	taal-te	?-PL
awnsuk	1	a-wnsuk	3SG-?
lausakzaw	1	lau-sakzaw	fear-?
sikkhuampi	1	sik-khuampi	repent-?
totawm	1	tot-awm	contend-?
luhgawpzo	1	lu-hgawpzo	head-?
luguh	1	lu-g-uh	head-?-PL
suktapsak	1	suk-tapsak	make.become-?
hihsate	1	hi-hsa-te	be-?-PL
suktai	1	suk-tai	make.become-?
totai	1	tot-ai	contend-?
hukte	1	huk-te	?-PL
kibawlpha	1	kibawl-pha	be.done-?
luhngei	1	lu-hngei	head-?
pialna	1	pia-l-na	give-?-NMLZ
zulhzauna	1	zulhzau-na	?-NMLZ
lialuanate	1	lialuana-te	?-PL
tuulebawngte	1	tuulebawng-te	?-PL
anvaite	1	a-nvai-te	3SG-?-PL
sawpkhia	1	sa-wpkhia	flesh-?
lohongte	1	lohong-te	?-PL
galkisimna	1	galkisim-na	?-NMLZ
huthut	1	hut~hut	?~RED
sukmai	1	suk-mai	make.become-?
kaplum	1	ka-plum	1SG-?
dalsak	1	dal-sak	hinder-?
khalguah	1	kha-lguah	spirit-?
patauhhuai	1	pa-tauhhuai	father-?
tuiphul	1	tui-phul	water-?
kabomah	1	ka-bomah	1SG-?
zuauthute	1	zuauthu-te	?-PL
misuam	1	mi-suam	person-?
nungkin	1	nung-kin	live-?
paimang	1	pai-mang	go-?
hallupna	1	hallup-na	?-NMLZ
ngaihsak	1	ngaih-sak	listen.II-?
sumkuangte	1	sum-kuang-te	money-?-PL
phialphiahte	1	phialphiah-te	?-PL
laitheite	1	laithei-te	?-PL
nakging	1	na-kging	2SG-?
gamlelei	1	gam-lelei	land-?
bawltawmte	1	bawl-tawm-te	make-?-PL
kithahlupna	1	kithahlup-na	?-NMLZ
angkawm	1	a-ngkawm	3SG-?
khiakhia	1	khia-khia	exit-?
luantheihna	1	lu-antheih-na	head-?-NMLZ
vatmang	1	va-tmang	go.and-?
sapa	1	sa-pa	flesh-?
mimawl	1	mi-mawl	person-?
engdup	1	en-gdup	look-?
sandup	1	sa-ndup	flesh-?
puanlom	1	pua-nlom	carry.on.back-?
hoihbek	1	hoih-bek	be.good-?
haltuina	1	haltui-na	?-NMLZ
kamkhapte	1	ka-mkhap-te	1SG-?-PL
vulcip	1	vul-cip	flourish-?
demzawh	1	dem-zawh	blame-?
luahsa	1	lu-ahsa	head-?
paimangta	1	pai-mangta	go-?
pawnlak	1	pa-wnlak	father-?
ciatciat	1	ci-atciat	say-?
uatsaknate	1	uatsakna-te	?-PL
kapsim	1	ka-psim	1SG-?
nausuakte	1	na-usuak-te	2SG-?-PL
liatluatna	1	liatluat-na	?-NMLZ
mivomte	1	mi-vom-te	person-?-PL
angkawmna	1	a-ngkawm-na	3SG-?-NMLZ
kawikawinate	1	ka-wikawina-te	1SG-?-PL
lungkiagawp	1	lung-kiagawp	feel-?
luangluang	1	luang-luang	corpse-?
puksite	1	puksi-te	?-PL
nialsiang	1	nial-siang	argue-?
keizan	1	ke-izan	foot-?
damlenat	1	dam-lenat	be.well-?
satlup	1	sat-lup	strike-?
suanghawmte	1	suanghawm-te	?-PL
tutung	1	tut-ung	sleep-?
mukzum	1	mu-kzum	see.I-?
khuakin	1	khua-kin	town-?
sittel	1	sit-tel	cut.off-?
keuhsak	1	keu-hsak	dig-?
khanlai	1	kha-nlai	spirit-?
mituam	1	mit-uam	eye-?
saknung	1	sak-nung	cause-?
suakpah	1	suak-pah	become-?
innsak	1	i-nnsak	1PL.INCL-?
innkhangte	1	i-nnkhang-te	1PL.INCL-?-PL
kapzaw	1	ka-pzaw	1SG-?
kikaihna	1	kikaih-na	?-NMLZ
zapi	1	za-pi	hear.I-?
nuaisiahna	1	nu-aisiah-na	mother-?-NMLZ
letmatthuhna	1	let-matthuh-na	return-?-NMLZ
kikhenthangsak	1	kikhen-thangsak	separate-?
khankhiatsak	1	kha-nkhiatsak	spirit-?
angkawmte	1	a-ngkawm-te	3SG-?-PL
mulkimhuaizaw	1	mu-lkimhuaizaw	see.I-?
zawlai	1	za-wlai	hear.I-?
thugennna	1	thugen-n-na	preach-?-NMLZ
kikhelsakin	1	kikhel-sakin	differ-?
kikhelsak	1	kikhel-sak	differ-?
satnenzo	1	sat-nenzo	strike-?
genkhiatna	1	gen-khiat-na	speak-?-NMLZ
lumletgawp	1	lum-letgawp	warm-?
pulnatnate	1	pulnatna-te	?-PL
tommet	1	to-mmet	sit-?
nusiatin	1	nusia-tin	abandon-?
dante	1	dan-te	?-PL
gamtatziate	1	gam-tatzia-te	land-?-PL
taangmite	1	taangmi-te	?-PL
ukcipsak	1	uk-cipsak	rule-?
tuikuangpite	1	tui-kuangpi-te	water-?-PL
kankik	1	ka-nkik	1SG-?
tapeuh	1	tape-uh	?-PL
genkholzo	1	gen-kholzo	speak-?
pungzaw	1	pung-zaw	increase-?
kamciamnasa	1	ka-mciamnasa	1SG-?
innvengte	1	i-nnveng-te	1PL.INCL-?-PL
cidamsakkik	1	ci-damsakkik	say-?
khuangte	1	khua-ng-te	town-?-PL
gualnuamte	1	gualnuam-te	?-PL
gaite	1	gai-te	?-PL
ngaihtakin	1	ngaih-takin	listen.II-?
kahnate	1	ka-hna-te	1SG-?-PL
ngutngutna	1	ngutngut-na	?-NMLZ
lamlahnate	1	lamlahna-te	?-PL
kibetkhiatna	1	kibetkhiat-na	?-NMLZ
kitapzanna	1	kitapzan-na	?-NMLZ
kisuankhiatna	1	kisuankhiat-na	?-NMLZ
kilamna	1	kilam-na	?-NMLZ
kithukimna	1	kithukim-na	?-NMLZ
vangpi	1	va-ngpi	go.and-?
luahpah	1	lu-ahpah	head-?
cidamsakin	1	ci-damsakin	say-?
mundai	1	mu-ndai	see.I-?
tentheihna	1	tentheih-na	?-NMLZ
siatsakzawh	1	siat-sakzawh	spoil-?
khawikik	1	kha-wikik	spirit-?
koltanna	1	koltan-na	?-NMLZ
kialpite	1	kialpi-te	?-PL
igdaliah	1	i-gdaliah	1PL.INCL-?
tenpakna	1	tenpak-na	?-NMLZ
khiatsa	1	khia-tsa	exit-?
tungnunga	1	tung-nunga	arrive-?
gapgap	1	gap~gap	?~RED
khoh	1	kho-h	labor-?
abdeel	1	a-bdeel	3SG-?
atkik	1	a-tkik	3SG-?
gelhbehsak	1	gelh-behsak	write-?
tawna	1	taw-na	?-NMLZ
zolua	1	zol-ua	redeem-?
khaphial	1	kha-phial	spirit-?
kikhiatlam	1	kikhia-tlam	depart-?
kaihkhiatna	1	ka-ihkhiat-na	1SG-?-NMLZ
puansiasa	1	pua-nsiasa	carry.on.back-?
puansiate	1	pua-nsia-te	carry.on.back-?-PL
piasim	1	pia-sim	give-?
haltumna	1	haltum-na	?-NMLZ
zakkhak	1	zak-khak	hear.II-?
zasim	1	za-sim	hear.I-?
samgarnebo	1	sam-garnebo	call-?
sarsekhim	1	sa-rsekhim	flesh-?
nebushazban	1	ne-bushazban	eat-?
baalis	1	ba-alis	owe-?
sawllam	1	sawl-lam	send-?
paikhiatpihte	1	paikhiat-pih-te	send.away-?-PL
anduh	1	a-nd-uh	3SG-?-PL
tennopna	1	tennop-na	?-NMLZ
phumlam	1	phum-lam	immerse-?
tawmkhate	1	tawmkha-te	?-PL
phuhsate	1	phuhsa-te	?-PL
apis	1	a-pis	3SG-?
puanlomte	1	pua-nlom-te	carry.on.back-?-PL
zialkhol	1	zi-alkhol	wife-?
letkhia	1	let-khia	return-?
kigawite	1	kigawi-te	?-PL
hatnate	1	hat-na-te	strong-?-PL
zangleite	1	zang-lei-te	use-?-PL
sukhamzan	1	suk-hamzan	make.become-?
kahzaw	1	ka-hzaw	1SG-?
suktap	1	suk-tap	make.become-?
kahkhiato	1	ka-hkhiato	1SG-?
maanna	1	maan-na	?-NMLZ
muangsak	1	mu-angsak	see.I-?
lakhiasuk	1	lak-hiasuk	take-?
siatgawpna	1	siat-gawp-na	spoil-?-NMLZ
kisuh	1	kis-uh	?-PL
thalpite	1	thalpi-te	?-PL
mutmangsak	1	mu-tmangsak	see.I-?
hawlkhiatte	1	hawl-khiat-te	seek-?-PL
ciamkhawm	1	ci-amkhawm	say-?
gammanpih	1	gam-manpih	land-?
galdalte	1	galdal-te	?-PL
kituahmang	1	kituah-mang	meet-?
lumcip	1	lum-cip	warm-?
ngaihlua	1	ngaih-lua	listen.II-?
khiasakzo	1	khia-sakzo	exit-?
saal	1	sa-al	flesh-?
mualpi	1	mu-alpi	see.I-?
innbul	1	i-nnbul	1PL.INCL-?
nuaiphahin	1	nu-aiphahin	mother-?
minni	1	min-ni	name-?
khuakongpi	1	khua-kongpi	town-?
kikalhna	1	kikalh-na	?-NMLZ
siktawnte	1	sik-tawn-te	repent-?-PL
ancil	1	a-ncil	3SG-?
suakgawp	1	suak-gawp	become-?
ciak	1	ci-ak	say-?
lakkhiatsakkik	1	lakkhiat-sakkik	snatch-?
sawnte	1	sa-wn-te	flesh-?-PL
cimsuk	1	cim-suk	pierce-?
khuakongpite	1	khua-kongpi-te	town-?-PL
thuvan	1	thu-van	word-?
zawngpen	1	za-wngpen	hear.I-?
nusialai	1	nusia-lai	abandon-?
vutluahnate	1	vutluahna-te	?-PL
keuneute	1	keu-neu-te	dig-?-PL
sabengte	1	sa-beng-te	flesh-?-PL
thupinate	1	thu-pina-te	word-?-PL
paatgawp	1	pa-atgawp	father-?
suksiatzawh	1	suk-siatzawh	make.become-?
kikosak	1	kiko-sak	cry.out-?
thatlumsak	1	that-lumsak	kill-?
tuikha	1	tui-kha	water-?
neihdang	1	neih-dang	have.II-?
kenkanzo	1	ken-kanzo	only-?
lungdampah	1	lungdam-pah	rejoice-?
enpha	1	en-pha	look-?
nahteh	1	na-hteh	2SG-?
kikoto	1	kiko-to	cry.out-?
kiciangte	1	kiciang-te	?-PL
khamtui	1	kham-tui	forbid-?
mualmang	1	mu-almang	see.I-?
tangvalnote	1	tangval-no-te	youth-?-PL
khuadakdak	1	khua-dakdak	town-?
khuadakzo	1	khua-dakzo	town-?
nuinui	1	nu-inui	mother-?
cihtawm	1	cih-tawm	say.NOM-?
zahpihhuai	1	zah-pihhuai	fear-?
luangkham	1	luang-kham	corpse-?
nattun	1	na-ttun	2SG-?
khuaphiatna	1	khua-phiat-na	town-?-NMLZ
khaphung	1	kha-phung	spirit-?
tatkhatin	1	tat-khatin	strike-?
kangto	1	ka-ngto	1SG-?
ciatte	1	ci-at-te	say-?-PL
leenna	1	leen-na	?-NMLZ
tungzangah	1	tung-zangah	arrive-?
paupeeng	1	pau-peeng	speak-?
maipuak	1	mai-puak	face-?
thumletau	1	thu-mletau	word-?
khazapna	1	kha-zap-na	spirit-?-NMLZ
sukkhapna	1	suk-khap-na	make.become-?-NMLZ
sikpeek	1	sik-peek	repent-?
zialto	1	zi-alto	wife-?
anlumin	1	a-nlumin	3SG-?
tunsate	1	tunsa-te	?-PL
cikze	1	ci-kze	say-?
kapkhak	1	ka-pkhak	1SG-?
kikapnate	1	kikapna-te	?-PL
kihonthahna	1	kihonthah-na	?-NMLZ
nusiatna	1	nusia-t-na	abandon-?-NMLZ
haitatnasate	1	haitatnasa-te	?-PL
tungteng	1	tung-teng	arrive-?
lungmuannate	1	lung-muanna-te	feel-?-PL
tungkim	1	tung-kim	arrive-?
omcipin	1	om-cipin	exist-?
semsemah	1	sem-semah	serve-?
nawhkhiatnate	1	na-whkhiatna-te	2SG-?-PL
vanna	1	va-n-na	go.and-?-NMLZ
salpihte	1	sa-lpih-te	flesh-?-PL
khawmkikin	1	kha-wmkikin	spirit-?
muhsaksa	1	muh-saksa	see.II-?
muhdahhuaina	1	muh-dahhuai-na	see.II-?-NMLZ
khiatpihmang	1	khia-tpihmang	exit-?
gentawmin	1	gen-tawmin	speak-?
kicimte	1	kicim-te	?-PL
gialpite	1	gialpi-te	?-PL
ukcip	1	uk-cip	rule-?
khipte	1	khip-te	?-PL
kihtakhuaite	1	kihtakhuai-te	?-PL
meitawhna	1	meitawh-na	?-NMLZ
baangteng	1	ba-angteng	owe-?
sawpkhiatsak	1	sa-wpkhiatsak	flesh-?
puanphan	1	pua-nphan	carry.on.back-?
nakbahte	1	na-kbah-te	2SG-?-PL
muhdahte	1	muh-dah-te	see.II-?-PL
mindainateng	1	min-dainateng	name-?
naksiatzaw	1	na-ksiatzaw	2SG-?
zahla	1	zah-la	fear-?
maingalsak	1	mai-ngalsak	face-?
siatnateng	1	siat-nateng	spoil-?
khaveng	1	kha-veng	spirit-?
hiangpha	1	hi-angpha	be-?
leengguipi	1	leeng-guipi	chariot-?
ciahpihna	1	ciah-pih-na	return-?-NMLZ
kizuihna	1	kizuih-na	?-NMLZ
paisim	1	pai-sim	go-?
keusakin	1	keu-sakin	dig-?
siateng	1	siat-eng	spoil-?
kemsuak	1	kem-suak	guard-?
mindaihuaite	1	min-daihuai-te	name-?-PL
mawhnasa	1	mawhna-sa	sin-?
lametnateng	1	lamet-nateng	example-?
kaihkhopkik	1	ka-ihkhopkik	1SG-?
ompakna	1	om-pak-na	exist-?-NMLZ
siatnasate	1	siat-nasa-te	spoil-?-PL
gamhal	1	gam-hal	land-?
lingcipin	1	lin-gcipin	hope-?
kelkelna	1	ke-lkel-na	foot-?-NMLZ
ziat	1	zi-at	wife-?
satkhapna	1	sat-khap-na	strike-?-NMLZ
kisanna	1	kisan-na	?-NMLZ
neuta	1	ne-uta	eat-?
sumaigawp	1	sum-aigawp	money-?
thopthop	1	thop~thop	?~RED
tuisak	1	tui-sak	water-?
tuisuaksak	1	tui-suaksak	water-?
bal	1	ba-l	owe-?
ciangzo	1	cian-gzo	announce-?
cingzo	1	ci-ngzo	say-?
matsakin	1	mat-sakin	grasp-?
sukzaw	1	suk-zaw	make.become-?
kawngten	1	ka-wngten	1SG-?
theisakin	1	thei-sakin	know.I-?
cimtakta	1	cim-takta	pierce-?
atkhiatsakin	1	a-tkhiatsakin	3SG-?
huknate	1	hukna-te	?-PL
amsakin	1	a-msakin	3SG-?
paat	1	pa-at	father-?
vuh	1	v-uh	?-PL
saguhte	1	sa-guh-te	flesh-?-PL
ninteng	1	nin-teng	day-?
litlit	1	lit~lit	?~RED
thahmangna	1	thahmang-na	?-NMLZ
beimangsakna	1	beimangsak-na	?-NMLZ
zancip	1	za-ncip	hear.I-?
cimsak	1	cim-sak	pierce-?
hoihpipite	1	hoih-pipi-te	be.good-?-PL
satthanggawp	1	sat-thanggawp	strike-?
vengvangna	1	veng-vang-na	guard-?-NMLZ
taaksante	1	taaksan-te	?-PL
tungkhuh	1	tung-kh-uh	arrive-?-PL
misiam	1	misi-am	dead-?
gamad	1	gam-ad	land-?
haknawte	1	haknaw-te	?-PL
ningsing	1	nin-gsing	day-?
thalsingte	1	thalsing-te	?-PL
dapphahte	1	dapphah-te	?-PL
kanneh	1	ka-nneh	1SG-?
hotte	1	hot-te	?-PL
mutsia	1	mu-tsia	see.I-?
tuikiate	1	tui-kia-te	water-?-PL
laumai	1	lau-mai	fear-?
vatmaisak	1	va-tmaisak	go.and-?
karbankel	1	ka-rbankel	1SG-?
tungkha	1	tung-kha	arrive-?
thatlummang	1	that-lummang	kill-?
piancilna	1	pia-ncil-na	give-?-NMLZ
liangkote	1	liang-ko-te	shine-?-PL
puakhiamang	1	pua-khiamang	carry.on.back-?
nasepsak	1	na-sep-sak	2SG-work-?
saklamah	1	sak-lamah	cause-?
zinggawp	1	zi-nggawp	wife-?
kisaktheihpihna	1	kisaktheihpih-na	?-NMLZ
damkikin	1	dam-kikin	be.well-?
damlai	1	dam-lai	be.well-?
tehpihtheih	1	teh-pihtheih	measure-?
tasuahna	1	tasuah-na	?-NMLZ
zau	1	za-u	hear.I-?
zausak	1	za-usak	hear.I-?
kitante	1	kitan-te	?-PL
kibangzaw	1	kibang-zaw	be.alike-?
sihkhak	1	sih-khak	die-?
linglawngsak	1	lin-glawngsak	hope-?
nungtasuak	1	nung-tasuak	live-?
hoihnasate	1	hoih-nasa-te	be.good-?-PL
kamun	1	ka-mu-n	1SG-see.I-?
khiang	1	khia-ng	exit-?
vakmang	1	vak-mang	walk-?
ngaihzawk	1	ngaih-zawk	listen.II-?
munnuamte	1	mu-nnuam-te	see.I-?-PL
tuamsakin	1	tuam-sakin	promise-?
sikninsa	1	sik-ninsa	repent-?
gawngte	1	gawng-te	?-PL
tengkikin	1	teng-kikin	dwell-?
gamtangsakkik	1	gam-tangsakkik	land-?
sane	1	sa-ne	flesh-?
kobawlna	1	kobawl-na	?-NMLZ
mindaisakna	1	min-daisak-na	name-?-NMLZ
himawhsak	1	hi-mawhsak	be-?
lakkhiatsakin	1	lakkhiat-sakin	snatch-?
tengsakkikin	1	teng-sakkikin	dwell-?
vakpih	1	vak-pih	walk-?
guhkeute	1	guhkeu-te	?-PL
hingsakkikin	1	hi-ngsakkikin	be-?
lehheknate	1	lehhekna-te	?-PL
tengsuak	1	teng-suak	dwell-?
ansing	1	a-nsing	3SG-?
suksiatsakte	1	suk-siatsak-te	make.become-?-PL
siluanghawmte	1	siluanghawm-te	?-PL
lehbawlnate	1	lehbawlna-te	?-PL
mindainate	1	min-daina-te	name-?-PL
kimna	1	kim-na	?-NMLZ
niamzaw	1	ni-amzaw	day-?
konglekong	1	kong-lekong	1SG→3-?
kawmsung	1	ka-wmsung	1SG-?
neuneu	1	ne-uneu	eat-?
paiphei	1	pai-phei	go-?
mundangte	1	mu-ndang-te	see.I-?-PL
sangtozaw	1	sang-tozaw	high-?
kipanto	1	kipan-to	begin-?
kongvangneute	1	kong-va-ngneu-te	1SG→3-go.and-?-PL
neuto	1	ne-uto	eat-?
inngualte	1	i-nngual-te	1PL.INCL-?-PL
hilhel	1	hilh-el	teach-?
sunglamteng	1	sunglam-teng	inside.way-?
pualamteng	1	pua-lamteng	carry.on.back-?
kidimna	1	kidim-na	?-NMLZ
kigeelna	1	kigeel-na	?-NMLZ
kigelnate	1	kigelna-te	?-PL
santeng	1	sa-nteng	flesh-?
thehna	1	theh-na	?-NMLZ
geihualte	1	geihual-te	?-PL
kongcin	1	kong-ci-n	1SG→3-say-?
thunei	1	thu-nei	word-?
kipiakhiate	1	kipiakhia-te	?-PL
penteng	1	pente-ng	things-?
mawkte	1	mawk-te	?-PL
saulam	1	sau-lam	long-?
zailam	1	za-ilam	hear.I-?
sauveizo	1	sau-veizo	long-?
nenniamnate	1	ne-nniamna-te	eat-?-PL
etkakna	1	etkak-na	?-NMLZ
mibuppite	1	mi-buppi-te	person-?-PL
kongkhuamte	1	kong-khua-m-te	1SG→3-town-?-PL
lampiteng	1	lampi-teng	way-?
paipihkha	1	paipih-kha	accompany-?
tualnote	1	tualno-te	?-PL
anbuk	1	a-nbuk	3SG-?
ngapzo	1	nga-pzo	endure-?
luangsukin	1	luang-sukin	corpse-?
eneglaim	1	en-eglaim	look-?
nawnglakte	1	na-wnglak-te	2SG-?-PL
khasimin	1	kha-simin	spirit-?
hisuk	1	hi-suk	be-?
paisuakah	1	pai-suakah	go-?
huamteng	1	huam-teng	surround-?
kiteelte	1	kiteel-te	?-PL
enkak	1	en-kak	look-?
cidamzaw	1	ci-damzaw	say-?
siamzawklam	1	siam-zawklam	be.skilled-?
pataulua	1	pa-taulua	father-?
semnengawp	1	sem-nengawp	serve-?
mipilteng	1	mipil-teng	wise.person-?
phalna	1	phal-na	?-NMLZ
lakkholzo	1	lak-kholzo	take-?
pilzawk	1	pil-zawk	learn-?
bante	1	ba-n-te	owe-?-PL
satnenin	1	sat-nenin	strike-?
zileta	1	zi-leta	wife-?
sagawh	1	sa-gawh	flesh-?
uksakin	1	uk-sakin	rule-?
paikim	1	pai-kim	go-?
mangliante	1	manglian-te	?-PL
gawsemte	1	gawsem-te	?-PL
tumtheihte	1	tumtheih-te	?-PL
ngeinazah	1	ngeina-zah	knowledge-?
sazaw	1	sa-zaw	flesh-?
khulte	1	khul-te	?-PL
kanghul	1	ka-nghul	1SG-?
theihlam	1	theih-lam	know.II-?
hiangteng	1	hi-angteng	be-?
tehteng	1	teh-teng	measure-?
vasateng	1	va-sateng	go.and-?
nusiakhawm	1	nusia-khawm	abandon-?
diktakin	1	dik-takin	straight-?
muak	1	mu-ak	see.I-?
nonote	1	nono-te	?-PL
nuntaksaknop	1	nuntak-saknop	live-?
laimalte	1	laimal-te	?-PL
encikin	1	en-cikin	look-?
simtatna	1	simtat-na	?-NMLZ
vaihawmpite	1	va-ihawmpi-te	go.and-?-PL
thumveita	1	thu-mveita	word-?
hawmkhiatsa	1	hawm-khiatsa	join-?
khuavaktung	1	khuavak-tung	light-?
humcipsak	1	hum-cipsak	cover-?
bakkhat	1	ba-kkhat	owe-?
hilhtelna	1	hilh-tel-na	teach-?-NMLZ
laulua	1	lau-lua	fear-?
telna	1	tel-na	?-NMLZ
lamkikna	1	lamkik-na	?-NMLZ
hunlang	1	hun-lang	time-?
theihtelhak	1	theih-telhak	know.II-?
khakunin	1	kha-kunin	spirit-?
kikhelgawp	1	kikhel-gawp	differ-?
khauhkik	1	kha-uhkik	spirit-?
damzaw	1	dam-zaw	be.well-?
ukkha	1	uk-kha	rule-?
kipawlkhawmna	1	kipawlkhawm-na	?-NMLZ
galhatna	1	galhat-na	?-NMLZ
tangtungzo	1	tangtun-gzo	arrive-?
zuausiamna	1	zuausiam-na	?-NMLZ
suakvat	1	suak-vat	become-?
zawsang	1	za-wsang	hear.I-?
lakteng	1	lak-teng	take-?
zolsimna	1	zol-sim-na	redeem-?-NMLZ
lawkgawpna	1	lawkgawp-na	?-NMLZ
kallakah	1	ka-llakah	1SG-?
gamlazaw	1	gamla-zaw	wilderness-?
selcipin	1	sel-cipin	slice-?
kikhentel	1	kikhen-tel	separate-?
kenkante	1	ken-kan-te	only-?-PL
loammi	1	loam-mi	?-NMLZ.AG
citheikik	1	ci-theikik	say-?
zolbawl	1	zol-bawl	redeem-?
nipisim	1	ni-pisim	day-?
suksiatsakin	1	suk-siatsakin	make.become-?
leenggahphehkeu	1	leeng-gahphehkeu	chariot-?
behlaplap	1	beh-laplap	tribe-?
tanhte	1	tanh-te	?-PL
aisanin	1	a-isanin	3SG-?
anvak	1	a-nvak	3SG-?
minphat	1	min-phat	name-?
minsiat	1	min-siat	name-?
hontangte	1	hontang-te	?-PL
khemnateng	1	khem-nateng	restrain-?
