lexeme_id	form_i	form_ii	gloss	alternation_type	source_henderson	source_zam_ngaih_cing	source_vsa_questionnaire	source_analyzer_inventory	source_bible_audit	source_project_review	source_notes	lexical_category	category_evidence	form_i_bible_attested	form_ii_bible_attested	form_i_clean_token_count	form_ii_clean_token_count	form_i_family_count	form_ii_family_count	clean_verb_form_i_count	clean_verb_form_ii_count	best_form_i_examples	best_form_ii_examples	best_clean_verb_form_i_examples	best_clean_verb_form_ii_examples	nominalized_examples	dependent_temporal_examples	purpose_examples	relative_or_attributive_examples	negative_examples	finite_predicate_examples	derived_or_causative_examples	compound_or_lexicalized_examples	homophone_or_noise_notes	bible_attestation_profile	lexical_pair_status	recommended_grammar_treatment	print_example_status	promotion_status	promotion_blocker	notes
sia-siah	sia	siah	decay	+h	no	no	no	yes	yes	no		lexical_verb	POS profile N:692, V:286, ADJ:220; clean verbal exact rows I=0, II=0.	yes	yes	264	60	1126	167	0	0	Psalms 53:1 `sia` [finite_main_or_matrix; needs_analyzer_review]; Psalms 49:14 `sia` [finite_main_or_matrix; needs_analyzer_review]; Psalms 14:1 `sia` [finite_main_or_matrix; needs_analyzer_review]	Psalms 57:6 `siah` [finite_main_or_matrix; needs_analyzer_review]; Psalms 119:110 `siah` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 1:18 `siah` [finite_main_or_matrix; needs_analyzer_review]			Psalms 9:15 `siahna` [nominalized_na; needs_analyzer_review]; Psalms 31:4 `kisiahna` [nominalized_na; needs_analyzer_review]		Psalms 73:18 `sia` [purpose_nadingin; needs_analyzer_review]; Psalms 62:3 `susia` [purpose_nadingin; needs_analyzer_review]	Romans 2:9 `sia` [possessed_or_genitive_attributive; needs_analyzer_review]; Mark 2:15 `Siahdong` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 4:5 `“Sia` [negative_clause; needs_analyzer_review]; Zechariah 4:13 `“Sia` [negative_clause; needs_analyzer_review]	Zephaniah 3:6 `susia` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:6 `kisia` [finite_main_or_matrix; needs_analyzer_review]	Ruth 4:6 `siasak` [causative_or_derivational_sak; exclude_for_now]; Revelation 19:2 `siasak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes siasak, minsiasak, siasakin, siasakte.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	block_from_verb_inventory_pending_review	no_clean_form_i_verb_example	
sum-sumh	sum	sumh	money	+h	no	no	no	yes	yes	no		noun_or_nominal_compound	POS profile N:460, V:158, FUNC:17; clean verbal exact rows I=0, II=0. Current Bible hits are predominantly nominal, locative, or compound-like rather than verbal.	yes	yes	258	1	641	1	0	0	Matthew 6:19 `sum` [finite_main_or_matrix; needs_analyzer_review]; Luke 16:9 `sum` [finite_main_or_matrix; needs_analyzer_review]; Luke 12:34 `sum` [finite_main_or_matrix; needs_analyzer_review]	Exodus 21:21 `sumh` [unknown_or_needs_review; needs_analyzer_review]			Zechariah 11:13 `sumkoihna` [nominalized_na; needs_analyzer_review]; Zechariah 11:13 `sumkoihna` [nominalized_na; needs_analyzer_review]		Ezekiel 22:27 `Sum` [purpose_nadingin; needs_analyzer_review]; Ecclesiastes 11:1 `Sumbawl` [purpose_nadingin; needs_analyzer_review]	Nahum 3:16 `sumbawl` [possessed_or_genitive_attributive; needs_analyzer_review]	Song of Solomon 8:7 `kisumit` [negative_clause; needs_analyzer_review]; Proverbs 30:16 `kisumit` [negative_clause; needs_analyzer_review]	Zechariah 6:1 `Sumngo` [finite_main_or_matrix; needs_analyzer_review]; Revelation 9:20 `sumngo` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	block_from_verb_inventory_pending_review	nominal_or_compound_examples_only	
tan-tanh	tan	tanh	spread	+h	no	no	no	yes	yes	no		lexical_verb	POS profile N:120, V:87, PRON:18; clean verbal exact rows I=0, II=0.	yes	yes	37	71	151	84	0	0	Matthew 6:17 `tan` [finite_main_or_matrix; needs_analyzer_review]; Matthew 6:16 `tan` [finite_main_or_matrix; needs_analyzer_review]; Joel 1:14 `tan` [finite_main_or_matrix; needs_analyzer_review]	Song of Solomon 8:12 `tanh` [finite_main_or_matrix; needs_analyzer_review]; Ruth 4:4 `tanh` [finite_main_or_matrix; needs_analyzer_review]; Numbers 18:8 `tanh` [finite_main_or_matrix; needs_analyzer_review]			Zechariah 8:19 `antannate` [nominalized_na; needs_analyzer_review]; Joel 2:15 `tanna` [nominalized_na; needs_analyzer_review]		Psalms 83:8 `tan` [purpose_nadingin; needs_analyzer_review]; Leviticus 6:17 `tanh` [purpose_nadingin; needs_analyzer_review]	Revelation 14:3 `kitankhiasa` [relative_or_attributive_mi; needs_analyzer_review]	Ruth 4:6 `tanh` [negative_clause; needs_analyzer_review]; Ruth 4:6 `tanh` [negative_clause; needs_analyzer_review]	Song of Solomon 8:12 `tanh` [finite_main_or_matrix; needs_analyzer_review]; Ruth 4:4 `tanh` [finite_main_or_matrix; needs_analyzer_review]	Psalms 29:5 `kitansak` [causative_or_derivational_sak; exclude_for_now]; Psalms 105:33 `vattansak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes suktansak, ngaptansak, kitansak, tansak.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	block_from_verb_inventory_pending_review	no_clean_form_i_verb_example	
thei-theih	thei	theih	know	+h	yes	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *theih-I/*thei-II -> thei/theih. `source_henderson=yes` means the in-repo literature review aligns this pair directly to Henderson; it does not claim an exhaustive extracted Henderson pair list. This pair is discussed in current project review materials.	lexical_verb	POS profile ADJ:2529, V:2467, N:171; clean verbal exact rows I=1923, II=1364. Exact verbal evidence survives after lexical-category filtering.	yes	yes	2542	1364	3075	2179	1923	1364	Zechariah 14:7 `thei` [finite_main_or_matrix; dossier_only]; Ruth 3:11 `thei` [finite_main_or_matrix; dossier_only]; Romans 8:38 `thei` [finite_main_or_matrix; dossier_only]	Zechariah 6:13 `theih` [finite_main_or_matrix; dossier_only]; Titus 3:13 `theih` [finite_main_or_matrix; dossier_only]; Titus 2:8 `theih` [finite_main_or_matrix; dossier_only]	Zechariah 14:7 `thei` [finite_main_or_matrix; dossier_only]; Ruth 3:11 `thei` [finite_main_or_matrix; dossier_only]; Romans 8:38 `thei` [finite_main_or_matrix; dossier_only]	Zechariah 6:13 `theih` [finite_main_or_matrix; dossier_only]; Titus 3:13 `theih` [finite_main_or_matrix; dossier_only]; Titus 2:8 `theih` [finite_main_or_matrix; dossier_only]	Zechariah 13:4 `theihna` [nominalized_na; dossier_only]; Ruth 4:6 `tattheihna` [nominalized_na; dossier_only]	Romans 7:9 `theih` [dependent_temporal_ciangin; dossier_only]; Revelation 12:13 `kitheih` [dependent_temporal_ciangin; dossier_only]	Zechariah 2:2 `theih` [purpose_nadingin; dossier_only]; Zechariah 11:1 `kattheih` [purpose_nadingin; dossier_only]	Titus 2:5 `thei` [relative_or_attributive_mi; dossier_only]; Titus 2:2 `thei` [relative_or_attributive_mi; dossier_only]	Zephaniah 2:1 `thei` [negative_clause; dossier_only]; Zechariah 8:6 `thei` [negative_clause; dossier_only]	Zechariah 7:14 `theihngei` [finite_main_or_matrix; dossier_only]; Zechariah 6:13 `theih` [finite_main_or_matrix; dossier_only]	Zephaniah 2:8 `kisaktheih` [causative_or_derivational_sak; exclude_for_now]; Zephaniah 2:15 `kisaktheihpih` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes theisak, kisaktheihpih, kitheisak, kisaktheih.	both_forms_cleanly_attested	established_pair	discuss_under_modal_or_constructional_complexity	dossier_only	promote_with_caveat	needs_manual_philological_review	
thu-thuh	thu	thuh	word	+h	no	no	no	yes	yes	no		noun_or_nominal_compound	POS profile N:9788, FUNC:411, V:403; clean verbal exact rows I=0, II=0. Current Bible hits are predominantly nominal, locative, or compound-like rather than verbal.	yes	yes	5744	1	10597	16	0	0	Titus 3:9 `thu` [finite_main_or_matrix; needs_analyzer_review]; Romans 1:8 `thu` [finite_main_or_matrix; needs_analyzer_review]; Psalms 74:9 `thu` [finite_main_or_matrix; needs_analyzer_review]	Esther 8:8 `thuh` [imperative_or_directive; needs_analyzer_review]; Galatians 3:15 `thuhkhit` [finite_main_or_matrix; needs_analyzer_review]; Esther 8:8 `kithuh` [finite_main_or_matrix; needs_analyzer_review]			Zephaniah 3:7 `thuhilhna` [nominalized_na; needs_analyzer_review]; Zephaniah 3:2 `thuhilhna` [nominalized_na; needs_analyzer_review]		Zephaniah 1:6 `thudong` [purpose_nadingin; needs_analyzer_review]; Psalms 9:7 `thukhen` [purpose_nadingin; needs_analyzer_review]	Zechariah 5:3 `thuciam` [relative_or_attributive_mi; needs_analyzer_review]; Titus 1:8 `thutang` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 8:6 `thu` [negative_clause; needs_analyzer_review]; Zechariah 8:18 `thu` [negative_clause; needs_analyzer_review]	Zephaniah 1:5 `thuman` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:18 `thu-in` [finite_main_or_matrix; needs_analyzer_review]	Judges 11:36 `thuksak` [causative_or_derivational_sak; exclude_for_now]; Jeremiah 51:36 `thuksak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes thuksak, thumangsak.	both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	block_from_verb_inventory_pending_review	nominal_or_compound_examples_only	
tom-tom	tom	tom	meet	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *tom-I/*tom-II -> tom/tom. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile N:18; clean verbal exact rows I=0, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	18	0	18	0	0	0	Psalms 104:17 `tom` [finite_main_or_matrix; needs_analyzer_review]; Ezekiel 31:6 `tom` [finite_main_or_matrix; needs_analyzer_review]; 1 Kings 17:10 `tom` [finite_main_or_matrix; needs_analyzer_review]							Numbers 15:32 `tom` [relative_or_attributive_mi; needs_analyzer_review]		Psalms 104:17 `tom` [finite_main_or_matrix; needs_analyzer_review]; Ezekiel 31:6 `tom` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
tu-tuh	tu	tuh	sit	+h	no	no	no	yes	yes	no		lexical_verb	POS profile FUNC:1250, CONJ:375, N:313; clean verbal exact rows I=0, II=29. Exact verbal evidence survives after lexical-category filtering.	yes	yes	391	29	1987	61	0	29	Zechariah 5:7 `tu` [finite_main_or_matrix; needs_analyzer_review]; Revelation 8:10 `tu` [finite_main_or_matrix; needs_analyzer_review]; Revelation 4:4 `tu` [finite_main_or_matrix; needs_analyzer_review]	Psalms 126:6 `tuh` [finite_main_or_matrix; needs_analyzer_review]; Micah 6:15 `tuh` [finite_main_or_matrix; needs_analyzer_review]; Matthew 8:33 `tuh` [finite_main_or_matrix; needs_analyzer_review]		Psalms 126:6 `tuh` [finite_main_or_matrix; needs_analyzer_review]; Micah 6:15 `tuh` [finite_main_or_matrix; needs_analyzer_review]; Matthew 8:33 `tuh` [finite_main_or_matrix; needs_analyzer_review]	Isaiah 28:24 `tuhna` [nominalized_na; needs_analyzer_review]; Hebrews 6:16 `kituhnate-ah` [nominalized_na; needs_analyzer_review]	Romans 3:26 `tuhun` [dependent_temporal_ciangin; needs_analyzer_review]; Revelation 4:1 `Tunung` [dependent_temporal_ciangin; needs_analyzer_review]	Zechariah 8:4 `tu` [purpose_nadingin; needs_analyzer_review]; Psalms 12:5 `tu-in` [purpose_nadingin; needs_analyzer_review]	Revelation 20:4 `tu` [relative_or_attributive_mi; needs_analyzer_review]; Nehemiah 5:1 `Tu-in` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 5:5 `“Tu-a` [negative_clause; needs_analyzer_review]; Zechariah 1:3 `tu-in` [negative_clause; needs_analyzer_review]	Zechariah 9:12 `tuni-in` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 8:15 `tu-in` [finite_main_or_matrix; needs_analyzer_review]	Psalms 2:6 `tusak` [causative_or_derivational_sak; exclude_for_now]; Psalms 143:3 `tusak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes tusak, tusakin, tusakzaw.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	no_clean_form_i_verb_example	
tua-tuah	tua	tuah	do	+h	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile V:126, N:38, FUNC:5; clean verbal exact rows I=0, II=46. The analyzer proposes the pair, but the Bible evidence still needs philological review.	no	yes	0	47	0	170	0	46		Psalms 124:1 `tuah` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 1:27 `tuah` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 1:26 `tuah` [finite_main_or_matrix; needs_analyzer_review]		Psalms 124:1 `tuah` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 1:27 `tuah` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 1:26 `tuah` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 9:1 `gimtuahna` [nominalized_na; needs_analyzer_review]; Proverbs 24:16 `tuahsiatna` [nominalized_na; needs_analyzer_review]	Proverbs 24:10 `tuah` [dependent_temporal_ciangin; needs_analyzer_review]; Obadiah 1:13 `tuah` [dependent_temporal_ni_in; needs_analyzer_review]	Revelation 21:2 `kituah` [purpose_nadingin; needs_analyzer_review]; Ezra 9:13 `tuah` [purpose_nadingin; needs_analyzer_review]	Psalms 10:14 `tuahsia` [relative_or_attributive_mi; needs_analyzer_review]; Psalms 10:10 `tuahsia` [possessed_or_genitive_attributive; needs_analyzer_review]	Romans 14:1 `kituah` [negative_clause; needs_analyzer_review]; Proverbs 21:30 `kituah` [negative_clause; needs_analyzer_review]	Zephaniah 1:15 `tuahsia-in` [finite_main_or_matrix; needs_analyzer_review]; Romans 6:21 `tuahun` [finite_main_or_matrix; needs_analyzer_review]	Jeremiah 17:3 `tuahmangsak` [causative_or_derivational_sak; exclude_for_now]; Jeremiah 15:13 `tuahsakmang` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes tuahsakmang, tuahmangsak.	form_ii_only_attested	analyzer_pair_needs_review	omit_pending_evidence	needs_analyzer_review	discuss_as_difficult_case	category_mismatch	Shared Form I base with tua-tuak. Only one stem side is currently attested cleanly in the Bible corpus.
tua-tuak	tua	tuak	meet	+k	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile DET:12940, N:450, V:96; clean verbal exact rows I=0, II=0. The analyzer proposes the pair, but the Bible evidence still needs philological review.	yes	yes	12659	100	13274	248	0	0	Zechariah 11:7 `Tua` [finite_main_or_matrix; needs_analyzer_review]; Romans 5:18 `Tua` [finite_main_or_matrix; needs_analyzer_review]; Romans 4:17 `Tua` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 9:1 `tuak` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 28:14 `tuak` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 22:8 `tuak` [finite_main_or_matrix; needs_analyzer_review]				Zephaniah 3:9 `“Tua` [dependent_temporal_ciangin; needs_analyzer_review]; Zephaniah 2:11 `Tua` [dependent_temporal_ciangin; needs_analyzer_review]	Numbers 3:47 `tuate` [purpose_nadingin; needs_analyzer_review]; Ezra 2:69 `tua` [purpose_nadingin; needs_analyzer_review]	Romans 5:15 `Tua` [relative_or_attributive_mi; needs_analyzer_review]; Proverbs 18:18 `tuak` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 14:18 `tua` [negative_clause; needs_analyzer_review]; Zechariah 14:11 `tuakkha` [negative_clause; needs_analyzer_review]	Zechariah 9:1 `tuak` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:13 `kithutuakin` [finite_main_or_matrix; needs_analyzer_review]	Psalms 71:20 `tuaksak` [causative_or_derivational_sak; exclude_for_now]; Proverbs 3:26 `tuaksak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes tuaksak.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	discuss_as_difficult_case	category_mismatch	Shared Form I base with tua-tuah.
tuahpha-tuahphat	tuahpha	tuahphat	quickly	+t	no	no	no	yes	yes	no		lexical_verb	POS profile V:3, N:1; clean verbal exact rows I=2, II=0. Exact verbal evidence survives after lexical-category filtering.	yes	yes	2	1	3	1	2	0	Song of Solomon 1:4 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 13:21 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]; Genesis 27:20 `tuahphasak` [causative_or_derivational_sak; exclude_for_now]	Proverbs 11:10 `tuahphat` [dependent_temporal_ciangin; needs_analyzer_review]	Song of Solomon 1:4 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 13:21 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]			Proverbs 11:10 `tuahphat` [dependent_temporal_ciangin; needs_analyzer_review]				Song of Solomon 1:4 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 13:21 `tuahpha` [finite_main_or_matrix; needs_analyzer_review]	Genesis 27:20 `tuahphasak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes tuahphasak.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	no_clean_form_ii_verb_example	
uk-uk	uk	uk	rule	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *uk-I/*uk-II -> uk/uk. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile V:694; clean verbal exact rows I=691, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	694	0	694	0	691	0	Zechariah 9:10 `uk` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 7:1 `uk` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:13 `uk` [finite_main_or_matrix; needs_analyzer_review]		Zechariah 9:10 `uk` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 7:1 `uk` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:13 `uk` [finite_main_or_matrix; needs_analyzer_review]			Proverbs 29:2 `uk` [dependent_temporal_ciangin; needs_analyzer_review]; Proverbs 29:2 `uk` [dependent_temporal_ciangin; needs_analyzer_review]	Romans 15:12 `uk` [purpose_nadingin; needs_analyzer_review]; Revelation 17:12 `uk` [purpose_nadingin; needs_analyzer_review]	Psalms 114:2 `uk` [possessed_or_genitive_attributive; needs_analyzer_review]; Joshua 13:3 `uk` [relative_or_attributive_mi; needs_analyzer_review]	Psalms 125:3 `uk` [negative_clause; needs_analyzer_review]; Leviticus 25:53 `uk` [negative_clause; needs_analyzer_review]	Zechariah 9:10 `uk` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 7:1 `uk` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
vial-vialh	vial	vialh	encircle	+h	no	no	no	yes	yes	no		lexical_verb	POS profile N:15, V:13; clean verbal exact rows I=10, II=0. Exact verbal evidence survives after lexical-category filtering.	yes	yes	10	1	27	1	10	0	Psalms 41:9 `vial` [finite_main_or_matrix; needs_analyzer_review]; Job 30:10 `vial` [finite_main_or_matrix; needs_analyzer_review]; Daniel 4:23 `vial` [finite_main_or_matrix; needs_analyzer_review]	Psalms 119:61 `vialh` [negative_clause; needs_analyzer_review]	Psalms 41:9 `vial` [finite_main_or_matrix; needs_analyzer_review]; Job 30:10 `vial` [finite_main_or_matrix; needs_analyzer_review]; Daniel 4:23 `vial` [finite_main_or_matrix; needs_analyzer_review]		Psalms 137:7 `vialna` [nominalized_na; needs_analyzer_review]				Psalms 119:61 `vialh` [negative_clause; needs_analyzer_review]	Psalms 41:9 `vial` [finite_main_or_matrix; needs_analyzer_review]; Jonah 2:5 `vialcip` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	no_clean_form_ii_verb_example	
za-zak	za	zak	hear	+k	no	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *zaa-I/*zak-II -> za/zak. This pair is discussed in current project review materials.	lexical_verb	POS profile NUM:656, V:565, N:285; clean verbal exact rows I=1, II=338. Exact verbal evidence survives after lexical-category filtering.	yes	yes	657	338	1140	491	1	338	Genesis 3:8 `za` [finite_main_or_matrix; print_usable_with_caveat]; Zephaniah 1:10 `za` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:10 `za` [finite_main_or_matrix; needs_analyzer_review]	Genesis 24:52 `zak` [dependent_temporal_ciangin; print_usable_with_caveat]; Zephaniah 1:11 `zak` [finite_main_or_matrix; needs_analyzer_review]; Revelation 3:6 `zak` [finite_main_or_matrix; needs_analyzer_review]	2 Samuel 20:16 `“Za` [imperative_or_directive; needs_analyzer_review]	Genesis 24:52 `zak` [dependent_temporal_ciangin; print_usable_with_caveat]; Zephaniah 1:11 `zak` [finite_main_or_matrix; needs_analyzer_review]; Revelation 3:6 `zak` [finite_main_or_matrix; needs_analyzer_review]	Romans 2:13 `zakna` [nominalized_na; needs_analyzer_review]; Romans 10:17 `zakna` [nominalized_na; needs_analyzer_review]	Genesis 24:52 `zak` [dependent_temporal_ciangin; print_usable_with_caveat]; Psalms 78:59 `zak` [dependent_temporal_ciangin; needs_analyzer_review]	Psalms 77:1 `zaktheih` [purpose_nadingin; needs_analyzer_review]; Philippians 1:27 `zak` [purpose_nadingin; needs_analyzer_review]	Romans 10:16 `za` [relative_or_attributive_mi; needs_analyzer_review]; Revelation 22:18 `za` [relative_or_attributive_mi; needs_analyzer_review]	Romans 11:8 `za` [negative_clause; needs_analyzer_review]; Romans 10:18 `za` [negative_clause; needs_analyzer_review]	Genesis 3:8 `za` [finite_main_or_matrix; print_usable_with_caveat]; Zephaniah 1:11 `zak` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 1:11 `zasak` [causative_or_derivational_sak; exclude_for_now]; Song of Solomon 2:14 `zasak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes zasak, kizasak, zaksakna, zasakkik.	both_forms_cleanly_attested	established_pair	ordinary_inventory_entry	print_usable_with_caveat	promote_with_caveat	none	
zawh-zawh	zawh	zawh	finish	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *zawh-I/*zawh-II -> zawh/zawh. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile V:175; clean verbal exact rows I=175, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	175	0	175	0	175	0	Zechariah 5:11 `zawh` [finite_main_or_matrix; needs_analyzer_review]; Romans 9:31 `zawh` [finite_main_or_matrix; needs_analyzer_review]; Romans 4:10 `zawh` [finite_main_or_matrix; needs_analyzer_review]		Zechariah 5:11 `zawh` [finite_main_or_matrix; needs_analyzer_review]; Romans 9:31 `zawh` [finite_main_or_matrix; needs_analyzer_review]; Romans 4:10 `zawh` [finite_main_or_matrix; needs_analyzer_review]			Psalms 65:3 `zawh` [dependent_temporal_ciangin; needs_analyzer_review]	Proverbs 2:2 `zawh` [purpose_nadingin; needs_analyzer_review]; Nahum 3:13 `zawh` [purpose_nadingin; needs_analyzer_review]		Romans 8:3 `zawh` [negative_clause; needs_analyzer_review]; Revelation 7:9 `zawh` [negative_clause; needs_analyzer_review]	Zechariah 5:11 `zawh` [finite_main_or_matrix; needs_analyzer_review]; Romans 9:31 `zawh` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
zui-zui	zui	zui	follow	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *zui-I/*zui-II -> zui/zui. The questionnaire uses the same written form in both slots. Analyzer inventory also maps the same Form I base to zui-zuih.	same_form_questionnaire_control	POS profile V:498; clean verbal exact rows I=486, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	498	0	498	0	486	0	Zechariah 8:8 `zui` [finite_main_or_matrix; needs_analyzer_review]; Ruth 1:11 `zui` [finite_main_or_matrix; needs_analyzer_review]; Romans 7:25 `zui` [finite_main_or_matrix; needs_analyzer_review]		Zechariah 8:8 `zui` [finite_main_or_matrix; needs_analyzer_review]; Ruth 1:11 `zui` [finite_main_or_matrix; needs_analyzer_review]; Romans 7:25 `zui` [finite_main_or_matrix; needs_analyzer_review]				Psalms 119:106 `zui` [purpose_nadingin; needs_analyzer_review]; Judges 6:35 `zui` [purpose_nadingin; needs_analyzer_review]	Revelation 2:23 `zui` [relative_or_attributive_mi; needs_analyzer_review]; Psalms 128:1 `zui` [relative_or_attributive_mi; needs_analyzer_review]	Zephaniah 1:6 `zui` [negative_clause; needs_analyzer_review]; Song of Solomon 4:8 `zui` [negative_clause; needs_analyzer_review]	Zechariah 8:8 `zui` [finite_main_or_matrix; needs_analyzer_review]; Ruth 1:11 `zui` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Shared Form I base with zui-zuih. Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
